epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,419.176,0.55116,0.19533,0.00189,0.98979,0.98905,0.9939,0.90384,0.46177,0.16312,0.00205,0.0002972,0.0002972,0.0002972
131,422.297,0.53739,0.18674,0.0019,0.98978,0.98795,0.99449,0.90867,0.45895,0.15581,0.00196,0.000284,0.000284,0.000284
132,425.386,0.52196,0.18413,0.00176,0.9899,0.99995,0.9947,0.90717,0.44581,0.14493,0.00188,0.0002708,0.0002708,0.0002708
133,428.374,0.51209,0.17596,0.00173,0.98977,0.98763,0.99411,0.90363,0.44694,0.15804,0.00187,0.0002576,0.0002576,0.0002576
134,431.254,0.53068,0.18148,0.00182,0.99969,0.9898,0.9947,0.90325,0.44509,0.14162,0.00188,0.0002444,0.0002444,0.0002444
135,434.272,0.5273,0.19915,0.0018,0.99984,1,0.995,0.90842,0.43591,0.13634,0.00183,0.0002312,0.0002312,0.0002312
136,437.259,0.51298,0.17838,0.00174,0.99745,1,0.995,0.90931,0.44561,0.13509,0.00187,0.000218,0.000218,0.000218
137,440.278,0.52322,0.18952,0.00184,1,0.98866,0.995,0.91199,0.43265,0.13747,0.00183,0.0002048,0.0002048,0.0002048
138,443.273,0.50947,0.1914,0.00182,0.99857,1,0.995,0.9027,0.46245,0.1399,0.00197,0.0001916,0.0001916,0.0001916
139,446.178,0.53234,0.18817,0.00187,0.99937,1,0.995,0.90994,0.44637,0.13052,0.00191,0.0001784,0.0001784,0.0001784
140,449.108,0.51367,0.17942,0.00186,1,0.9896,0.9947,0.91098,0.43203,0.14297,0.00182,0.0001652,0.0001652,0.0001652
141,621.127,0.46601,0.158,0.00201,1,0.99876,0.995,0.90013,0.44634,0.13571,0.0019,0.000152,0.000152,0.000152
142,628.872,0.43605,0.14884,0.00178,0.99952,0.9898,0.9948,0.90723,0.44789,0.13827,0.00189,0.0001388,0.0001388,0.0001388
143,631.903,0.44701,0.16315,0.00203,1,0.99968,0.995,0.90544,0.4484,0.12988,0.00191,0.0001256,0.0001256,0.0001256
144,699.879,0.43884,0.14118,0.00185,0.99976,1,0.995,0.91571,0.43293,0.12436,0.00179,0.0001124,0.0001124,0.0001124
145,702.988,0.4377,0.15898,0.00178,0.98861,1,0.9949,0.91326,0.4435,0.13278,0.00187,9.92e-05,9.92e-05,9.92e-05
146,705.962,0.41807,0.14151,0.00181,0.9899,0.99982,0.9949,0.9105,0.43834,0.14126,0.00183,8.6e-05,8.6e-05,8.6e-05
147,709.064,0.41451,0.13656,0.00177,0.99954,1,0.995,0.90768,0.43155,0.13519,0.00179,7.28e-05,7.28e-05,7.28e-05
148,712.789,0.42099,0.13951,0.00184,1,0.98908,0.9949,0.91594,0.42846,0.13521,0.00177,5.96e-05,5.96e-05,5.96e-05
149,715.89,0.42134,0.13866,0.00175,0.98988,0.99819,0.9948,0.91598,0.43322,0.1387,0.00181,4.64e-05,4.64e-05,4.64e-05
150,718.73,0.42473,0.14256,0.00179,0.98988,0.99777,0.9948,0.90525,0.4364,0.13901,0.00182,3.32e-05,3.32e-05,3.32e-05
