epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,325.066,0.58526,0.20057,0.00192,0.9974,1,0.995,0.90103,0.46573,0.15283,0.00221,0.000548,0.000548,0.000548
112,327.948,0.56307,0.19339,0.00199,0.99114,0.99878,0.995,0.91461,0.45625,0.144,0.00212,0.0005348,0.0005348,0.0005348
113,331.001,0.55419,0.19379,0.00189,0.98245,0.99949,0.99447,0.9063,0.44091,0.14946,0.00205,0.0005216,0.0005216,0.0005216
114,333.868,0.55127,0.1908,0.00187,0.99813,0.97321,0.99465,0.90937,0.43895,0.15861,0.00212,0.0005084,0.0005084,0.0005084
115,336.77,0.55564,0.19806,0.00193,1,0.97179,0.99447,0.8998,0.48344,0.17574,0.00241,0.0004952,0.0004952,0.0004952
116,339.613,0.5403,0.1825,0.00189,0.99923,1,0.995,0.9053,0.44519,0.13126,0.00211,0.000482,0.000482,0.000482
117,342.48,0.55231,0.18979,0.00191,0.99752,1,0.995,0.90032,0.47003,0.15558,0.00228,0.0004688,0.0004688,0.0004688
118,345.424,0.54796,0.19417,0.00192,1,0.99977,0.995,0.89956,0.45534,0.13958,0.00217,0.0004556,0.0004556,0.0004556
119,348.305,0.54562,0.18896,0.00191,0.98216,0.99107,0.99473,0.89008,0.47705,0.15962,0.00223,0.0004424,0.0004424,0.0004424
120,351.169,0.52141,0.18122,0.0018,1,0.99019,0.995,0.90899,0.43844,0.14215,0.00203,0.0004292,0.0004292,0.0004292
121,354.055,0.53352,0.18698,0.00182,0.99114,0.9983,0.99456,0.91958,0.42597,0.14745,0.002,0.000416,0.000416,0.000416
122,356.946,0.53709,0.18712,0.00194,0.98084,1,0.99429,0.9208,0.43141,0.14947,0.00203,0.0004028,0.0004028,0.0004028
123,359.787,0.5185,0.17916,0.00185,0.99114,0.99866,0.995,0.91463,0.43485,0.13805,0.00206,0.0003896,0.0003896,0.0003896
124,362.742,0.54104,0.18127,0.00179,0.98246,0.99107,0.99491,0.90055,0.47153,0.16083,0.00226,0.0003764,0.0003764,0.0003764
125,365.572,0.52054,0.17642,0.00176,0.98972,1,0.99491,0.90646,0.44254,0.1428,0.00207,0.0003632,0.0003632,0.0003632
126,368.429,0.5213,0.18336,0.00175,0.99029,1,0.99491,0.91269,0.42131,0.1511,0.00201,0.00035,0.00035,0.00035
127,371.269,0.54216,0.18377,0.00188,0.99924,1,0.995,0.90912,0.45796,0.14227,0.00218,0.0003368,0.0003368,0.0003368
128,374.139,0.52717,0.18568,0.00179,0.99113,0.99736,0.99465,0.91325,0.42491,0.15044,0.00202,0.0003236,0.0003236,0.0003236
129,377.035,0.50098,0.17556,0.00168,0.99114,0.99936,0.99465,0.91808,0.4216,0.1409,0.00195,0.0003104,0.0003104,0.0003104
130,379.953,0.51673,0.17358,0.00174,0.98962,0.99107,0.99429,0.89809,0.48179,0.17419,0.00236,0.0002972,0.0002972,0.0002972
131,382.817,0.51205,0.18054,0.00182,0.98887,1,0.99438,0.91184,0.41841,0.14431,0.00197,0.000284,0.000284,0.000284
132,385.688,0.54161,0.18748,0.0018,0.98126,0.99107,0.99464,0.90955,0.43912,0.1552,0.00202,0.0002708,0.0002708,0.0002708
133,388.446,0.5118,0.17129,0.00179,0.98209,0.99107,0.99419,0.91654,0.42122,0.16725,0.00197,0.0002576,0.0002576,0.0002576
134,391.355,0.50992,0.18391,0.00171,0.99114,0.99922,0.99438,0.91957,0.41238,0.14138,0.00194,0.0002444,0.0002444,0.0002444
135,394.35,0.51216,0.17101,0.00173,0.98244,0.99902,0.99464,0.92015,0.41268,0.14114,0.00195,0.0002312,0.0002312,0.0002312
136,397.123,0.51613,0.17274,0.00175,0.99831,0.99107,0.995,0.91164,0.43128,0.1396,0.00209,0.000218,0.000218,0.000218
137,399.912,0.51356,0.17187,0.00172,0.99915,1,0.995,0.91667,0.40911,0.12477,0.0019,0.0002048,0.0002048,0.0002048
138,402.683,0.52144,0.18572,0.00171,0.99758,1,0.995,0.90791,0.4363,0.13389,0.0021,0.0001916,0.0001916,0.0001916
139,405.555,0.52769,0.18137,0.0018,1,0.98868,0.995,0.9069,0.41713,0.13406,0.00197,0.0001784,0.0001784,0.0001784
140,408.383,0.4977,0.1664,0.00166,0.99114,0.99877,0.995,0.91607,0.40675,0.13359,0.00187,0.0001652,0.0001652,0.0001652
141,496.88,0.44061,0.14688,0.00184,0.99571,1,0.995,0.90976,0.41497,0.13198,0.00196,0.000152,0.000152,0.000152
142,500.528,0.43214,0.1428,0.0018,1,0.98976,0.995,0.91932,0.41358,0.13171,0.00194,0.0001388,0.0001388,0.0001388
143,505.114,0.42537,0.14392,0.00178,0.99114,0.99905,0.99491,0.91109,0.40905,0.13518,0.00191,0.0001256,0.0001256,0.0001256
144,508.037,0.41547,0.1444,0.0017,0.98978,1,0.995,0.9086,0.42377,0.13515,0.00202,0.0001124,0.0001124,0.0001124
145,510.948,0.41755,0.14175,0.00165,1,0.99774,0.995,0.92209,0.40397,0.12846,0.00186,9.92e-05,9.92e-05,9.92e-05
146,513.852,0.40835,0.13877,0.00166,0.99918,0.98214,0.99491,0.91192,0.41941,0.13893,0.00196,8.6e-05,8.6e-05,8.6e-05
147,516.812,0.41498,0.14105,0.0017,1,0.99958,0.995,0.91411,0.41239,0.13008,0.00192,7.28e-05,7.28e-05,7.28e-05
148,519.7,0.40711,0.1359,0.00165,0.99801,1,0.995,0.91341,0.40874,0.13112,0.00191,5.96e-05,5.96e-05,5.96e-05
149,522.502,0.40221,0.1391,0.00159,0.99981,1,0.995,0.91559,0.41093,0.12968,0.0019,4.64e-05,4.64e-05,4.64e-05
150,525.362,0.40587,0.13572,0.00165,0.99838,1,0.995,0.91645,0.40459,0.12729,0.00188,3.32e-05,3.32e-05,3.32e-05
